肖申克的救赎,9.6
霸王别姬,9.5
这个杀手不太冷,9.4
阿甘正传,9.4
美丽人生,9.5
千与千寻,9.2
泰坦尼克号,9.2
辛德勒的名单,9.4
盗梦空间,9.3
机器人总动员,9.3
